答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意，你不必说具体哪个，请告诉我您满意的主体数量（0-3）即可：钟南山院士官方媒体自媒体,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-3）即可：南方周末环球时报钟南山院士,Q13_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q13_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q13_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q13_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q13_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q13_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q13_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q14_请问你对上述视频有什么看法：,Q15_请问你对你平时上的思想政治课有什么看法：,Q16_你所在学校组织网课的最常见形式是什么？,Q16_你所在学校组织网课的最常见形式是什么？_开放选项,Q17_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q18_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q19_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q19_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q19_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q19_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q19_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q21_你上思想政治课的班级规模：,Q22_你对中央政府的工作有多满意？,Q23_你相信国务院新闻发布会发布的信息么？,Q24_你相信纽约时报发布的信息么？,Q25_你对老师在线授课的适应程度如何？,Q26_你对自己在线自主学习的适应程度如何？,Q27_你对学校组织的在线学习，有什么建议？
581,139.215.13.15,,,,,,,,,2021-07-02 08:35:10,2021-07-02 08:37:30,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,3,3,1,4,4,7,7,7,7,7,7,7,无,无,7,,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,无
582,36.104.126.103,,,,,,,,,2021-07-02 08:36:10,2021-07-02 08:38:36,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,3,3,2,7,3,3,7,7,6,5,6,6,7,无,无,6,,30,30,7,7,7,7,6,6,5,7,6,7,6,6,7,6,6,7,5,7,7,6,7,7,7,7,7,无
583,39.144.101.29,,,,,,,,,2021-07-02 08:35:38,2021-07-02 08:39:44,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,5.0,5.0,6.0,1,3,1,1,2,1,3,3,2,6,5,7,5,6,6,7,无,无,7,,10,8,5,6,5,7,5,5,6,5,4,5,4,6,7,6,6,6,6,6,6,5,6,6,6,5,5,无
584,36.104.184.119,,,,,,,,,2021-07-02 08:35:49,2021-07-02 08:41:43,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,4.0,5.0,4.0,1,3,1,4,2,4,3,3,3,6,6,5,5,5,5,5,没看法,要尊法 守法 懂法 爱法,7,,14小时,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,那有什么在线学习 都是线下不要求别的 早点放假就行
585,139.215.46.44,,,,,,,,,2021-07-02 08:39:01,2021-07-02 08:42:15,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,10.0,9.0,9.0,3,1,1,3,1,1,7,4,4,7,7,7,7,7,7,7,他让我们知道了历史性问题,我觉得他大大的提高了我们的修养,7,,3,6,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,挺好的
586,36.104.55.152,,,,,,,,,2021-07-02 08:40:10,2021-07-02 08:42:40,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,7,4,4,7,7,7,7,7,7,7,很棒,棒,3,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,3,3,3,没介意
587,36.104.56.48,,,,,,,,,2021-07-02 08:38:54,2021-07-02 08:42:54,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,7.0,8.0,3,3,3,1,2,3,3,4,4,7,7,7,7,7,7,7,没多大看法,没多大看法,7,,15,15,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,7,7,7,没建议
588,117.136.59.189,,,,,,,,,2021-07-02 08:42:28,2021-07-02 08:43:54,Unknown Browser,iPhone iOS 14.6,1,,,,,,,6.0,6.0,6.0,1,1,1,1,3,1,1,3,2,5,6,5,5,5,5,4,无,无,4,,不知道,不知道,4,4,6,5,6,6,6,5,7,6,5,5,5,6,5,4,5,5,5,5,5,4,4,5,4,无
589,218.24.120.79,,,,,,,,,2021-07-02 08:40:23,2021-07-02 08:44:16,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,9.0,7.0,7.0,1,1,2,1,2,3,6,4,3,6,6,7,6,6,6,6,无,学习到了很多,3,,2,3,5,5,5,5,6,6,6,6,6,6,7,6,5,7,6,6,6,6,6,5,6,7,6,6,6,无
590,36.17.233.219,,,,,,,,,2021-07-02 08:43:06,2021-07-02 08:44:16,Unknown Browser,iPhone iOS 14.5,1,,,,,,,7.0,7.0,7.0,1,2,2,2,2,3,3,3,2,6,5,7,6,7,7,6,没有,没有,6,,1,1,4,6,6,7,6,7,6,6,5,6,6,6,6,6,6,6,6,7,7,5,5,6,6,6,6,没有
591,36.104.181.196,,,,,,,,,2021-07-02 08:43:11,2021-07-02 08:44:46,Unknown Browser,iPhone iOS 14.6,1,,,,,,,9.0,8.0,7.0,3,3,1,1,3,2,6,4,4,7,7,7,7,7,7,7,没有,没有,6,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,没有
592,139.214.144.126,,,,,,,,,2021-07-02 08:36:12,2021-07-02 08:46:10,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,5.0,5.0,5.0,2,3,4,1,4,1,1,1,1,5,5,5,5,5,5,5,加强防腐止败,挺好的,3,,9,13,7,7,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,6,5,5,5,5,5,有什么用
593,139.215.12.222,,,,,,,,,2021-07-02 08:44:58,2021-07-02 08:48:48,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,7.0,6.0,7.0,1,1,1,2,2,2,6,2,2,6,7,7,7,7,7,7,无,无,4,,3,3,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,7,7,6,7,6,无
594,139.214.246.213,,,,,,,,,2021-07-02 08:47:05,2021-07-02 08:49:30,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,2,1,1,4,7,7,7,7,7,7,7,完美无缺,多多益善,3,,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,多多益善
595,117.136.6.84,,,,,,,,,2021-07-02 08:48:32,2021-07-02 08:49:33,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,8.0,7.0,7.0,1,3,4,3,2,2,1,4,1,5,6,4,4,6,5,5,，,，,4,,，,，,5,4,3,3,3,7,6,6,6,4,5,5,4,3,5,5,5,6,4,4,5,5,6,5,6,。
596,36.104.25.228,,,,,,,,,2021-07-02 08:48:09,2021-07-02 08:49:59,Unknown Browser,iPhone iOS 14.3,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,7,2,2,7,7,7,7,7,7,7,无,无,3,,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
597,36.104.25.35,,,,,,,,,2021-07-02 08:46:56,2021-07-02 08:50:07,Unknown Browser,iPhone iOS 13.6.1,1,,,,,,,6.0,6.0,6.0,1,3,3,1,1,1,3,3,2,7,7,7,7,7,7,7,没有,没有,4,,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,5,5,没有
598,139.215.13.100,,,,,,,,,2021-07-02 08:45:37,2021-07-02 08:50:17,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,3,4,4,1,7,3,4,7,7,7,6,6,7,7,没有,没有,4,,40,400,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,没有
599,36.104.127.128,,,,,,,,,2021-07-02 08:48:39,2021-07-02 08:50:23,Unknown Browser,iPhone iOS 14.3,1,,,,,,,8.0,7.0,7.0,1,3,2,2,2,3,3,3,3,5,6,6,6,6,6,6,没什么,没什么,6,,五小时,五小时,5,5,6,6,6,6,6,6,5,6,5,5,6,7,6,7,6,7,5,4,6,6,6,6,6,没什么
600,36.104.163.83,,,,,,,,,2021-07-02 08:42:54,2021-07-02 08:50:28,Unknown Browser,iPhone iOS 14.5.1,1,,,,,,,10.0,6.0,6.0,1,2,2,4,4,4,6,1,2,7,7,7,7,7,7,7,无,无,3,,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,3,7,7,无
601,223.104.16.195,,,,,,,,,2021-07-02 08:42:47,2021-07-02 08:50:44,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,7.0,10.0,10.0,1,1,2,1,3,4,7,4,4,7,7,6,6,6,6,6,无,无,7,,10,8,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
602,223.104.16.227,,,,,,,,,2021-07-02 08:47:11,2021-07-02 08:51:01,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,3,1,1,3,6,4,4,6,6,6,6,6,6,6,无,无,4,,2小时,2小时,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,无
603,42.97.246.136,,,,,,,,,2021-07-02 08:43:48,2021-07-02 08:51:37,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,1,1,4,2,6,4,3,7,7,7,7,7,7,7,赞同,国家越来越强大了,4,,24,30,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,5,7,7,学校组织的在线学习已经很不错了
604,117.136.6.58,,,,,,,,,2021-07-02 08:50:15,2021-07-02 08:51:58,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,1,1,1,3,2,7,1,2,6,6,6,6,7,7,7,非常不错,很好,4,,6,6,6,6,6,6,5,6,6,6,5,7,7,6,6,7,6,6,6,6,6,4,7,7,7,7,7,没有什么很好了
605,139.214.144.109,,,,,,,,,2021-07-02 08:44:35,2021-07-02 08:52:10,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,3,3,1,3,4,3,1,3,6,6,6,6,6,6,6,跟党走,很好,5,,1,1,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,7,6,6,6,6,无
606,139.215.46.23,,,,,,,,,2021-07-02 08:45:10,2021-07-02 08:53:41,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,3,2,1,2,4,3,3,3,5,5,5,5,5,5,5,没有,没有上过这个课程,5,,8,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,没有
607,139.215.46.35,,,,,,,,,2021-07-02 08:51:28,2021-07-02 08:53:52,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,9.0,9.0,10.0,1,3,3,1,2,3,6,2,2,7,7,7,5,7,7,7,无,无,3,,5,5,6,6,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,7,无
608,39.144.101.10,,,,,,,,,2021-07-02 08:48:36,2021-07-02 08:53:59,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,3,1,3,3,6,3,3,7,7,7,7,7,7,7,听党指挥，能打胜仗,非常满意,4,,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,4,7,7,非常好
609,111.25.53.158,,,,,,,,,2021-07-02 08:52:08,2021-07-02 08:54:19,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,1,3,1,1,1,6,4,4,6,6,7,7,7,7,7,无,无,7,,4,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
610,42.97.241.233,,,,,,,,,2021-07-02 08:44:17,2021-07-02 08:54:29,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,6.0,5.0,8.0,1,3,2,1,2,4,7,3,3,7,5,6,5,5,5,7,没有,没有上过这种课,5,,8,40,6,6,7,6,6,5,6,6,5,6,6,6,6,6,5,6,6,5,6,4,6,5,5,6,6,让我们学习马克思主义
611,114.236.94.182,,,,,,,,,2021-07-02 08:43:38,2021-07-02 08:54:42,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,5.0,5.0,5.0,1,3,2,1,2,4,7,3,3,5,5,5,5,5,5,5,没有,没有上过,5,,8,40,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,5,6,6,没有建议
612,223.104.16.205,,,,,,,,,2021-07-02 08:53:36,2021-07-02 08:55:21,Unknown Browser,iPhone iOS 14.4,1,,,,,,,2.0,3.0,2.0,1,1,3,3,3,2,2,3,1,5,6,7,6,6,6,6,好,非常不满意,6,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,还行
613,36.104.40.48,,,,,,,,,2021-07-02 08:50:26,2021-07-02 08:56:47,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,2,1,1,4,3,2,3,3,4,7,5,6,5,5,5,5,挺好,挺好,6,,7,5,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,4,5,4,6,5,5,没有建议
614,117.61.16.22,,,,,,,,,2021-07-02 08:54:23,2021-07-02 08:57:01,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,3,1,3,1,7,4,4,7,7,7,7,7,7,7,没有,没有,3,,20,30,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,没有
615,139.215.13.10,,,,,,,,,2021-07-02 08:56:48,2021-07-02 08:59:08,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,3,2,4,5,6,7,7,7,7,7,无,无,3,,40,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,5,7,7,7,7,7,无
616,42.97.236.117,,,,,,,,,2021-07-02 08:56:28,2021-07-02 09:00:12,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,6.0,5.0,1,1,3,4,2,1,7,4,4,7,7,7,7,7,7,7,没什么看法,很好,5,,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,没建议
617,114.236.94.237,,,,,,,,,2021-07-02 08:57:23,2021-07-02 09:00:45,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,4,3,3,2,7,7,7,7,7,7,7,无,无,4,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,6,7,7,无
618,39.144.101.11,,,,,,,,,2021-07-02 08:58:30,2021-07-02 09:01:04,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,8.0,8.0,8.0,1,3,3,1,2,1,3,3,3,6,6,6,6,6,6,6,没什么看法,没什么看法,3,,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,没有
619,117.61.31.243,,,,,,,,,2021-07-02 08:57:34,2021-07-02 09:01:04,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,7.0,3,1,1,1,3,3,6,3,4,5,6,6,6,6,6,6,没有,没有,5,,8,2,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,无
620,42.97.233.209,,,,,,,,,2021-07-02 08:57:13,2021-07-02 09:02:16,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,1,1,1,2,3,6,4,4,6,7,7,7,7,7,7,没有看法,没有看法,7,,2,1,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,7,7,5,6,6,没有建议
621,117.136.6.125,,,,,,,,,2021-07-02 08:58:12,2021-07-02 09:02:18,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,2,1,3,3,3,5,5,5,5,5,5,5,无,无,3,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,5,7,7,无
622,117.136.58.149,,,,,,,,,2021-07-02 08:59:41,2021-07-02 09:02:46,Unknown Browser,iPhone iOS 14.6,1,,,,,,,8.0,8.0,8.0,1,3,1,3,2,1,7,4,4,7,7,7,7,7,7,7,特别好,特别好,7,,8,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,6,没什么建议
623,117.61.243.189,,,,,,,,,2021-07-02 09:01:01,2021-07-02 09:03:20,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,8.0,8.0,8.0,1,3,3,1,3,2,7,3,3,6,6,6,6,7,6,6,挺好,挺好,3,,8,50,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,7,6,挺好
624,117.136.6.34,,,,,,,,,2021-07-02 08:58:15,2021-07-02 09:03:34,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,5.0,6.0,1,3,2,1,2,2,3,3,4,7,6,6,6,5,6,6,很不错,很好,4,,2,2,5,5,6,5,5,6,5,5,5,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,5,没什么建议
625,36.104.127.218,,,,,,,,,2021-07-02 08:59:17,2021-07-02 09:03:39,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,8.0,8.0,8.0,3,2,3,1,3,3,3,3,3,6,7,7,7,7,7,7,无,必要,4,,5,50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,5,5,6,无
626,36.104.176.72,,,,,,,,,2021-07-02 08:59:23,2021-07-02 09:04:05,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,10.0,9.0,10.0,1,1,3,3,3,3,1,4,4,5,6,6,6,6,6,6,还不错,还不错,3,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,7,7,5,5,加油
627,36.104.56.221,,,,,,,,,2021-07-02 09:00:56,2021-07-02 09:04:09,Unknown Browser,iPhone iOS 14.6,1,,,,,,,7.0,7.0,5.0,1,1,2,1,3,3,3,4,2,7,7,7,6,7,7,7,挺好,挺好,3,,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,4,5,5,没有
628,139.214.144.86,,,,,,,,,2021-07-02 08:59:51,2021-07-02 09:05:36,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,10.0,10.0,10.0,1,1,4,4,4,3,7,4,4,7,7,7,7,7,7,7,国家强大,国家强大,3,,8,40,7,7,7,7,7,5,5,7,5,5,5,7,6,6,6,7,7,7,6,4,7,7,5,5,5,没有
629,36.104.27.15,,,,,,,,,2021-07-02 09:00:22,2021-07-02 09:06:16,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,3,7,1,1,7,7,7,7,7,7,7,讲解非常细致,课堂氛围活跃,4,,10,10,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,7,7,7,7,7,都很好
630,117.136.59.170,,,,,,,,,2021-07-02 08:59:37,2021-07-02 09:06:31,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,3.0,10.0,3.0,1,1,4,1,2,2,3,4,4,7,7,7,7,7,7,7,没有,没有看法,3,,1个半小时,一个半小时,5,5,5,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,5,7,7,3,5,7,没有
631,139.215.12.81,,,,,,,,,2021-07-02 08:59:16,2021-07-02 09:06:42,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,4.0,5.0,6.0,3,1,3,4,3,3,3,3,3,7,6,6,5,6,6,6,并无看法,比较一般,3,,没,没,5,5,5,5,5,5,6,5,5,5,5,6,5,6,6,6,7,6,6,4,6,6,6,6,6,节省时间便于交流
632,36.104.185.120,,,,,,,,,2021-07-02 09:05:29,2021-07-02 09:08:39,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,3,3,3,3,7,4,1,7,7,7,7,7,7,7,.,.,3,,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7,7,5,7,7,.
633,42.97.247.142,,,,,,,,,2021-07-02 09:11:20,2021-07-02 09:13:36,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,3,3,4,4,6,6,6,6,6,6,7,没有,没有,7,,4,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,7,没有
634,139.215.13.209,,,,,,,,,2021-07-02 09:10:28,2021-07-02 09:14:22,Safari 15.0,iPhone iOS 15.0,1,,,,,,,5.0,9.0,9.0,2,1,1,2,3,3,6,3,2,7,7,7,7,7,7,7,无,无,7,,6,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,无
635,117.136.59.177,,,,,,,,,2021-07-02 09:11:31,2021-07-02 09:15:08,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,6.0,6.0,1,3,3,1,1,3,2,4,4,6,6,6,6,6,6,6,我们应该多阅读这些东西,没有,7,,20,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,没有
636,39.144.12.24,,,,,,,,,2021-07-02 09:14:26,2021-07-02 09:15:35,Unknown Browser,iPhone iOS 14.6,1,,,,,,,6.0,6.0,6.0,3,2,3,1,2,2,3,2,2,5,5,6,7,6,5,6,.,好,5,,好多,不到,4,4,5,6,6,6,7,5,5,6,5,5,6,5,5,4,6,7,5,5,6,6,6,4,3,！
637,223.104.16.160,,,,,,,,,2021-07-02 09:14:19,2021-07-02 09:16:19,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,4,3,3,3,6,6,6,6,6,6,6,没有,没有,7,,30,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,7,7,7,没有
638,139.215.12.75,,,,,,,,,2021-07-02 09:16:58,2021-07-02 09:20:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,1,2,1,1,3,6,3,2,7,6,7,6,5,6,5,没有,很好,4,,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,3,6,5,无
639,116.162.92.249,,,,,,,,,2021-07-02 09:18:54,2021-07-02 09:22:05,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,3,1,3,4,2,3,3,5,6,6,6,7,6,6,非常好,好,4,,35,400,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,7,6,没有
640,42.97.244.145,,,,,,,,,2021-07-02 09:20:04,2021-07-02 09:24:13,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,4,1,1,1,3,2,7,7,7,6,7,7,7,非常好,非常好,3,,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,7,7,4,6,5,没有
641,42.97.228.213,,,,,,,,,2021-07-02 09:22:22,2021-07-02 09:24:15,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,5.0,5.0,1,2,2,1,2,1,3,2,2,6,5,5,5,5,5,5,，，,，，,5,,，,，,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,6,5,5,4,5,5,5,5,5,无
642,117.136.58.131,,,,,,,,,2021-07-02 09:19:22,2021-07-02 09:24:43,Unknown Browser,iPhone iOS 14.0,1,,,,,,,10.0,10.0,10.0,1,3,1,3,3,4,6,4,4,6,6,6,6,6,6,6,好,好,3,,70,70,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,好
643,139.214.246.82,,,,,,,,,2021-07-02 09:18:45,2021-07-02 09:25:35,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,4,2,4,7,2,3,7,7,7,7,7,7,7,好好学习,满意,4,,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,7,7,7,5,7,7,6,7,7,非常满意
