答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意？你不必说具体哪个，请告诉我您满意的主体数量（0-4）即可：钟南山院士高等院校非政府组织中央政府,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士国务院新闻发布会,Q13_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士纽约时报,Q14_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q14_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q14_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q14_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q14_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q15_请问你对上述视频有什么看法：,Q16_请问你对你平时上的思想政治课有什么看法：,Q17_你所在学校组织网课的最常见形式是什么？,Q17_你所在学校组织网课的最常见形式是什么？_开放选项,Q18_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q19_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q22_你上思想政治课的班级规模：,Q23_你对中央政府的工作有多满意？,Q24_你相信国务院新闻发布会发布的信息么？,Q25_你相信纽约时报发布的信息么？,Q26_你对老师在线授课的适应程度如何？,Q27_你对自己在线自主学习的适应程度如何？,Q28_你对学校组织的在线学习，有什么建议？
455,39.144.42.52,,,,,,,,,2021-07-01 15:22:27,2021-07-01 15:27:26,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,5.0,1,3,1,3,3,4,6,2,2,2,6,6,7,7,7,7,7,没有,没有,3,,13,12,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,6,6,6,没有
456,222.163.119.219,,,,,,,,,2021-07-01 15:21:35,2021-07-01 15:27:56,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,2,3,4,5,3,7,7,7,5,7,7,7,我国日益壮大,非常好,3,,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,5,7,5,很好
457,117.136.6.60,,,,,,,,,2021-07-01 15:25:53,2021-07-01 15:28:08,Unknown Browser,iPhone iOS 13.6,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,4,7,5,5,5,7,7,7,7,7,7,7,非常有帮助,非常好,3,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,非常优秀
458,221.13.63.121,,,,,,,,,2021-07-01 15:23:47,2021-07-01 15:29:20,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,9.0,9.0,8.0,1,1,1,1,2,4,6,4,5,4,7,7,7,7,6,6,6,没有什么,没有,3,,14,5,6,6,6,6,7,6,6,6,7,7,7,6,6,6,6,6,6,6,6,5,6,7,5,6,6,没有
459,218.27.152.24,,,,,,,,,2021-07-01 15:28:21,2021-07-01 15:29:34,Unknown Browser,iPhone iOS 14.5.1,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,6,2,2,2,6,7,4,5,5,6,4,无,无,3,,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,4,无
460,111.25.16.236,,,,,,,,,2021-07-01 15:26:04,2021-07-01 15:29:37,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,4,1,3,5,5,5,7,7,7,7,7,7,7,无,无,3,,15,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,4,7,5,5,6,5,无
461,139.214.246.129,,,,,,,,,2021-07-01 15:30:26,2021-07-01 15:34:05,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,7.0,1,3,2,1,2,4,7,5,5,5,7,7,7,7,7,7,7,讲述非常好,很喜欢上思政类大课,4,,24,24,7,7,6,6,7,6,6,6,6,7,7,7,6,6,7,7,7,7,7,4,7,7,5,7,7,无
462,139.214.144.70,,,,,,,,,2021-07-01 15:30:11,2021-07-01 15:34:22,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,3,3,4,1,1,7,7,7,5,7,7,7,挺好,没有,3,,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,5,5,5,没
463,223.104.16.108,,,,,,,,,2021-07-01 15:31:23,2021-07-01 15:35:24,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,8.0,5.0,10.0,3,1,1,3,2,3,6,1,1,4,6,7,7,6,7,7,7,很好,很好,4,,1,1,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,4,6,7,3,6,5,没
464,36.97.38.191,,,,,,,,,2021-07-01 15:34:11,2021-07-01 15:35:52,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,2,4,2,7,5,5,5,7,7,7,7,7,7,7,无,无,7,,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
465,36.104.172.151,,,,,,,,,2021-07-01 15:34:42,2021-07-01 15:36:40,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,7.0,6.0,1,1,2,1,2,3,3,4,3,3,6,6,7,6,6,6,5,无,无,4,,6,2,5,5,5,5,6,6,6,7,6,6,6,5,7,6,6,6,5,5,5,5,6,7,4,6,6,无
466,223.104.96.162,,,,,,,,,2021-07-01 15:29:16,2021-07-01 15:37:08,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,9.0,10.0,1,1,2,1,3,2,6,4,3,4,6,7,7,7,7,6,7,通过上述内容的学习，让我发现了思想政治课的另一个奥秘,没有,4,,2,1.5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,4,7,7,6,6,6,线上学习是一个很不错的学习方法，可以让学生在空余时间学到更多东西。
467,117.136.6.19,,,,,,,,,2021-07-01 15:35:13,2021-07-01 15:38:18,Unknown Browser,iPhone iOS 14.0,1,,,,,,,10.0,10.0,10.0,1,1,3,1,3,3,7,5,5,5,7,7,7,7,7,7,7,没看法,无,4,,15,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,无
468,111.26.240.240,,,,,,,,,2021-07-01 15:31:56,2021-07-01 15:42:03,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,3,1,2,3,2,4,6,5,4,3,7,7,7,7,7,7,7,无,无,7,,10,10,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,6,6,无
469,36.104.160.205,,,,,,,,,2021-07-01 15:35:48,2021-07-01 15:42:27,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,3,1,7,4,4,4,7,7,7,7,7,7,7,无,无,4,,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,3,7,6,无
470,139.214.144.110,,,,,,,,,2021-07-01 15:42:47,2021-07-01 15:44:40,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,3,2,1,1,4,7,5,5,5,6,6,6,6,6,6,6,好,好,4,,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
471,175.20.229.82,,,,,,,,,2021-07-01 15:41:50,2021-07-01 15:47:48,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,3,4,2,1,4,3,3,4,3,2,7,5,5,7,6,4,5,好,稳中向好,3,,2,1,3,3,3,3,3,3,3,7,6,3,5,3,3,3,3,3,3,3,3,4,7,7,3,3,3,好
472,39.144.100.169,,,,,,,,,2021-07-01 15:45:40,2021-07-01 15:51:53,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,3,1,2,1,2,1,6,5,5,4,7,7,7,7,7,7,7,無,很好,4,,6,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,5,7,7,無
473,117.136.6.124,,,,,,,,,2021-07-01 15:49:36,2021-07-01 15:53:32,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,3,1,3,4,7,5,5,4,7,7,7,7,7,7,7,无,无,3,,，，,，，,7,7,7,7,7,7,7,5,5,7,7,7,7,5,5,7,7,7,7,6,7,7,5,7,7,无
474,175.31.82.225,,,,,,,,,2021-07-01 15:51:03,2021-07-01 15:56:47,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,8.0,6.0,4.0,3,4,3,1,2,3,2,4,3,2,6,6,6,7,5,5,6,很好,稍微有些不贴合实际，学生用不到的太多,3,,21,8,5,5,5,7,7,7,7,7,7,5,6,6,7,7,7,6,6,6,6,5,6,6,5,7,6,无
475,139.214.244.167,,,,,,,,,2021-07-01 15:51:42,2021-07-01 15:57:13,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,7.0,3.0,3.0,3,3,3,3,2,1,3,4,3,4,7,7,7,7,7,7,5,有,没有,4,,21,30,5,5,5,3,3,3,3,3,4,4,5,5,5,4,3,5,3,3,3,4,7,6,4,3,3,老大意见了
476,122.142.121.191,,,,,,,,,2021-07-01 15:49:02,2021-07-01 15:57:43,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,1,4,2,1,3,4,3,2,7,7,7,6,7,7,7,非常好,非常好,3,,5,0,7,7,7,5,5,6,7,7,6,5,6,6,6,6,6,6,6,6,6,4,7,7,5,7,6,无
477,139.213.29.72,,,,,,,,,2021-07-01 15:54:42,2021-07-01 15:58:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,4,2,1,3,1,7,5,5,5,7,7,7,7,7,7,7,无,无,4,,24,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,无
478,223.104.159.136,,,,,,,,,2021-07-01 15:55:37,2021-07-01 15:58:56,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,4,1,1,1,3,3,3,3,6,7,7,7,7,7,7,无,无,4,,24,24,5,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,6,6,无
479,111.25.69.168,,,,,,,,,2021-07-01 15:59:12,2021-07-01 16:01:33,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,7,5,5,5,7,7,7,7,7,7,7,挺好,挺好,3,,24,24,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,4,5,5,挺好
480,36.104.181.128,,,,,,,,,2021-07-01 15:59:23,2021-07-01 16:01:35,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,8.0,8.0,1,1,2,1,4,3,3,3,3,3,4,6,6,6,5,5,5,挺好的,积极参与,4,,10,10,5,6,6,5,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,3,5,5,4,4,5,不知道
481,114.139.99.226,,,,,,,,,2021-07-01 15:56:38,2021-07-01 16:01:50,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,1,2,1,4,3,3,1,5,3,6,6,5,5,6,6,5,没有,没有,3,,100,50,4,4,4,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,6,5,3,4,5,取消在线学习
482,221.9.195.88,,,,,,,,,2021-07-01 16:00:45,2021-07-01 16:02:34,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,9.0,10.0,10.0,1,1,1,1,4,3,3,5,5,5,7,7,7,7,7,7,7,无,无,3,,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,3,6,6,无
483,139.215.45.29,,,,,,,,,2021-07-01 15:59:53,2021-07-01 16:02:49,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,10.0,10.0,10.0,1,3,2,1,1,2,7,4,5,5,7,7,7,7,7,7,7,祖国强大,祖国强大,3,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
484,223.104.142.128,,,,,,,,,2021-07-01 16:00:06,2021-07-01 16:02:55,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,7.0,7.0,1,4,3,1,4,2,3,3,3,2,7,7,7,5,7,7,7,很好,还行,4,,7,10,5,5,5,5,5,6,6,5,6,6,6,5,6,5,5,6,6,6,7,5,7,7,3,5,5,落到实处
485,117.136.59.181,,,,,,,,,2021-07-01 15:59:46,2021-07-01 16:03:05,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,4,2,1,3,1,7,5,5,1,7,7,7,7,7,7,7,无,无,4,,14,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,7,7,无
486,39.144.42.76,,,,,,,,,2021-07-01 15:57:26,2021-07-01 16:04:25,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,9.0,10.0,10.0,3,3,4,4,1,3,6,3,3,2,7,7,7,7,7,6,7,很具有教育意义  希望多出,思想政治教育是非常有必要的  我很尊重喜欢,4,,7,7,6,6,5,4,4,5,6,7,7,6,7,6,6,7,7,6,6,5,6,4,7,7,5,7,6,适当
487,139.212.192.20,,,,,,,,,2021-07-01 15:57:24,2021-07-01 16:05:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,4.0,6.0,6.0,1,1,3,1,1,1,2,3,4,4,4,7,7,4,7,6,4,无,无,4,,0,0.13,6,5,5,5,5,5,5,6,6,7,5,5,5,4,4,3,5,5,5,5,6,7,7,6,6,无
488,36.104.25.57,,,,,,,,,2021-07-01 16:01:14,2021-07-01 16:07:20,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,1,1,1,2,4,7,5,5,4,7,7,7,7,7,7,7,无,只有在党的领导下 国家才会越来越好,3,,3,8,7,7,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,6,7,互动性在强一些
489,139.213.98.44,,,,,,,,,2021-07-01 16:06:58,2021-07-01 16:11:18,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,6,4,4,4,6,6,7,6,6,7,6,无,无,6,,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,无
490,218.24.123.212,,,,,,,,,2021-07-01 16:10:08,2021-07-01 16:13:03,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,1,1,2,1,7,5,5,5,7,7,7,7,7,7,7,非常好,无看法,7,,1.5h,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无建议
491,122.238.10.88,,,,,,,,,2021-07-01 16:10:32,2021-07-01 16:13:25,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,1,1,5,5,5,7,7,7,7,7,7,7,无,无,5,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,4,7,7,无
492,117.136.58.146,,,,,,,,,2021-07-01 16:15:06,2021-07-01 16:18:00,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,1,3,1,2,2,7,5,5,5,7,7,7,7,7,7,7,非常强,非常强,7,,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,没有
493,39.144.101.25,,,,,,,,,2021-07-01 16:17:32,2021-07-01 16:19:43,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,4,3,3,2,3,3,4,5,5,7,7,7,7,7,7,7,无,无,7,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
494,139.214.244.71,,,,,,,,,2021-07-01 16:18:51,2021-07-01 16:22:09,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,6.0,4.0,5.0,1,3,2,1,3,2,6,5,5,5,7,7,7,7,6,7,7,好,好,5,,6,48,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,4,7,7,3,6,6,没有建议
495,117.136.59.185,,,,,,,,,2021-07-01 16:21:28,2021-07-01 16:24:00,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,3,2,7,1,5,4,7,7,7,7,7,7,7,好,好,3,,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,3,7,7,7,棒
496,39.186.10.65,,,,,,,,,2021-07-01 16:22:56,2021-07-01 16:24:41,Unknown Browser,iPhone iOS 14.4,1,,,,,,,9.0,10.0,10.0,1,1,1,1,1,1,3,2,2,2,5,5,5,5,5,5,5,无,无,3,,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
497,139.214.144.102,,,,,,,,,2021-07-01 16:25:43,2021-07-01 16:27:51,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,4,3,1,3,1,7,2,5,4,6,6,6,6,6,6,6,无,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,101.64.55.143,,,,,,,,,2021-07-01 16:25:33,2021-07-01 16:27:51,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,9.0,1,2,2,3,2,1,7,5,5,5,7,7,7,7,7,7,7,无,无,5,,20,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,无
499,223.104.96.110,,,,,,,,,2021-07-01 16:21:49,2021-07-01 16:28:35,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,9.0,9.0,9.0,1,4,2,1,2,4,7,5,3,2,7,7,7,6,7,7,7,无,没看法   挺好的,8,,不稳定,不稳定,5,6,5,5,6,5,6,6,6,7,7,7,6,6,6,6,6,6,6,4,7,7,4,7,6,无建议
500,117.136.63.76,,,,,,,,,2021-07-01 16:21:27,2021-07-01 16:30:36,Chrome 69.0.3497.100,Android Linux 10,1,,,,,,,4.0,8.0,4.0,2,4,2,1,2,4,2,4,4,4,7,7,7,5,6,6,6,无,老师生动有趣，极大的将理论与现实结合起来,4,,5,9,5,5,4,4,5,5,6,6,6,6,6,5,5,5,6,6,6,6,6,4,7,7,5,6,5,无
501,139.212.193.136,,,,,,,,,2021-07-01 16:28:26,2021-07-01 16:31:39,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,2,1,6,5,5,4,6,6,6,6,6,6,6,挺好的,很棒,4,,15,9,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,6,6,6,挺好的
502,139.215.13.234,,,,,,,,,2021-07-01 16:30:00,2021-07-01 16:32:29,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,1,1,6,5,5,5,7,7,7,7,7,7,7,无,无,3,,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
503,223.104.174.83,,,,,,,,,2021-07-01 16:32:57,2021-07-01 16:37:35,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,6.0,9.0,1,1,1,3,1,4,3,5,5,5,5,5,5,5,5,6,5,好好学习党史,这个更深奥了,3,,1,0.5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,6,6,5,5,5,。
504,175.167.146.62,,,,,,,,,2021-07-01 16:41:17,2021-07-01 16:43:21,Unknown Browser,iPhone iOS 13.6.1,1,,,,,,,10.0,10.0,10.0,1,1,1,3,1,1,7,4,2,2,7,7,7,7,7,7,7,无,无,3,,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
505,14.24.59.32,,,,,,,,,2021-07-01 16:35:49,2021-07-01 16:43:47,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,4.0,6.0,1,1,2,1,2,2,1,3,3,3,7,7,7,7,7,7,6,无,不要再只念PPT内容,8,学习软件自行学习,1,0.5,4,3,4,4,4,4,4,3,5,4,3,5,4,4,5,4,4,4,4,5,7,6,4,5,6,无言以对
506,203.168.26.177,,,,,,,,,2021-07-01 16:34:37,2021-07-01 16:44:38,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,5.0,5.0,1,1,2,1,1,1,3,3,3,3,6,6,6,6,6,6,6,无,毛概老师讲历史，有时候经常讲与书上内容无关，虽然拓展知识是好的，但是期末不知道复习哪些内容啊，挂科怎么整?,8,没上网课,未知,未知,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,6,7,7,6,5,5,暂无
507,14.25.0.31,,,,,,,,,2021-07-01 16:34:38,2021-07-01 16:45:55,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,2,1,2,3,2,4,3,1,3,1,7,7,7,7,7,7,7,无,无,3,,10,10,5,3,3,3,3,3,3,5,5,7,5,3,3,3,7,7,7,7,7,6,7,7,5,4,4,无
508,218.205.55.33,,,,,,,,,2021-07-01 16:40:10,2021-07-01 16:46:16,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,6.0,6.0,6.0,1,3,2,1,2,4,3,4,4,3,5,6,6,6,5,6,6,无,无,4,,24,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,6,6,6,4,6,7,5,6,6,无
509,122.137.109.58,,,,,,,,,2021-07-01 16:44:31,2021-07-01 16:49:21,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,4,1,1,3,3,5,5,1,7,6,6,7,7,7,5,好,好,3,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,7,3,6,5,无
510,112.17.240.58,,,,,,,,,2021-07-01 16:39:40,2021-07-01 16:52:24,Unknown Browser,iPhone iOS 14.4,1,,,,,,,10.0,10.0,10.0,1,1,1,1,2,1,7,5,5,5,7,7,7,7,7,7,6,无,无,4,,8,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,7,7,7,7,7,无
511,122.139.166.170,,,,,,,,,2021-07-01 16:47:04,2021-07-01 16:55:05,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,6,4,3,3,7,7,7,5,6,7,7,无,无,4,,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,6,7,7,无
512,36.135.55.121,,,,,,,,,2021-07-01 16:53:17,2021-07-01 16:55:16,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,1,1,1,2,2,6,3,3,5,7,7,7,6,6,6,6,非常好,非常好,3,,18,18,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,3,7,7,嗷嗷好
513,139.215.46.116,,,,,,,,,2021-07-01 16:54:24,2021-07-01 16:56:48,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,3,2,7,3,3,3,7,7,7,7,7,7,7,无,无,3,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,6,6,无
514,139.215.13.46,,,,,,,,,2021-07-01 16:53:55,2021-07-01 16:57:40,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,1,3,1,3,3,3,4,4,3,7,7,7,7,7,7,7,无,无,4,,15,300,6,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,4,7,7,无
515,14.24.63.5,,,,,,,,,2021-07-01 16:54:46,2021-07-01 16:57:43,Unknown Browser,iPhone iOS 14.4.1,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,3,6,5,5,5,6,6,6,6,6,6,6,中国共产党万岁,我爱中国 爱中国共产党,3,,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,6,7,7,无
516,112.97.217.25,,,,,,,,,2021-07-01 16:52:11,2021-07-01 16:58:22,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,8.0,6.0,6.0,1,1,2,1,3,3,3,4,3,3,6,6,7,5,6,5,5,支持从严治党,确实有点枯燥,7,,3,3,5,5,5,5,5,6,5,5,5,6,6,6,6,6,6,6,6,6,6,4,7,7,5,6,5,没有
